Freq.	V(N002,N011)
3.09029543251356e-03	(-6.02935528650282e+00dB,-1.67676819526641e+00°)
3.16227766016834e-03	(-6.02977425392388e+00dB,-1.71613109238728e+00°)
3.23593656929625e-03	(-6.03021358415034e+00dB,-1.75643276775887e+00°)
3.31131121482587e-03	(-6.03067429729913e+00dB,-1.79769665628546e+00°)
3.38844156139199e-03	(-6.03115746752628e+00dB,-1.83994685103512e+00°)
3.46736850452528e-03	(-6.03166422616843e+00dB,-1.88320812660962e+00°)
3.54813389233572e-03	(-6.03219576509284e+00dB,-1.92750596363279e+00°)
3.63078054770097e-03	(-6.03275334027182e+00dB,-1.97286657442378e+00°)
3.71535229097168e-03	(-6.03333827559910e+00dB,-2.01931692992628e+00°)
3.80189396320557e-03	(-6.03395196696740e+00dB,-2.06688478796923e+00°)
3.89045144994276e-03	(-6.03459588662770e+00dB,-2.11559872293939e+00°)
3.98107170553493e-03	(-6.03527158785333e+00dB,-2.16548815695150e+00°)
4.07380277804108e-03	(-6.03598070993330e+00dB,-2.21658339260704e+00°)
4.16869383470331e-03	(-6.03672498352241e+00dB,-2.26891564743861e+00°)
4.26579518801588e-03	(-6.03750623637744e+00dB,-2.32251709014292e+00°)
4.36515832240161e-03	(-6.03832639951233e+00dB,-2.37742087871195e+00°)
4.46683592150958e-03	(-6.03918751380775e+00dB,-2.43366120057868e+00°)
4.57088189614870e-03	(-6.04009173711427e+00dB,-2.49127331490083e+00°)
4.67735141287193e-03	(-6.04104135189212e+00dB,-2.55029359711368e+00°)
4.78630092322633e-03	(-6.04203877343469e+00dB,-2.61075958589083e+00°)
4.89778819368440e-03	(-6.04308655872773e+00dB,-2.67271003265974e+00°)
5.01187233627266e-03	(-6.04418741600141e+00dB,-2.73618495382758e+00°)
5.12861383991359e-03	(-6.04534421503828e+00dB,-2.80122568588135e+00°)
5.24807460249766e-03	(-6.04655999830648e+00dB,-2.86787494353517e+00°)
5.37031796370246e-03	(-6.04783799299511e+00dB,-2.93617688110662e+00°)
5.49540873857618e-03	(-6.04918162403631e+00dB,-3.00617715731295e+00°)
5.62341325190342e-03	(-6.05059452820785e+00dB,-3.07792300368691e+00°)
5.75439937337150e-03	(-6.05208056942003e+00dB,-3.15146329682067e+00°)
5.88843655355582e-03	(-6.05364385530180e+00dB,-3.22684863465419e+00°)
6.02559586074351e-03	(-6.05528875521351e+00dB,-3.30413141703227e+00°)
6.16595001861475e-03	(-6.05701991982807e+00dB,-3.38336593076069e+00°)
6.30957344480186e-03	(-6.05884230243747e+00dB,-3.46460843939694e+00°)
6.45654229034648e-03	(-6.06076118215987e+00dB,-3.54791727801427e+00°)
6.60693448007588e-03	(-6.06278218924184e+00dB,-3.63335295317826e+00°)
6.76082975391974e-03	(-6.06491133267288e+00dB,-3.72097824837279e+00°)
6.91830970918928e-03	(-6.06715503035427e+00dB,-3.81085833510505e+00°)
7.07945784384129e-03	(-6.06952014209268e+00dB,-3.90306088990765e+00°)
7.24435960074981e-03	(-6.07201400572073e+00dB,-3.99765621743672e+00°)
7.41310241300908e-03	(-6.07464447668246e+00dB,-4.09471737983788e+00°)
7.58577575029175e-03	(-6.07741997146264e+00dB,-4.19432033251415e+00°)
7.76247116628682e-03	(-6.08034951528420e+00dB,-4.29654406637919e+00°)
7.94328234724272e-03	(-6.08344279455022e+00dB,-4.40147075661204e+00°)
8.12830516164089e-03	(-6.08671021456560e+00dB,-4.50918591784231e+00°)
8.31763771102661e-03	(-6.09016296314001e+00dB,-4.61977856558259e+00°)
8.51138038202366e-03	(-6.09381308074907e+00dB,-4.73334138358184e+00°)
8.70963589956070e-03	(-6.09767353801655e+00dB,-4.84997089659228e+00°)
8.91250938133735e-03	(-6.10175832137722e+00dB,-4.96976764781453e+00°)
9.12010839355898e-03	(-6.10608252789073e+00dB,-5.09283637999970e+00°)
9.33254300796979e-03	(-6.11066247030208e+00dB,-5.21928621883009e+00°)
9.54992586021424e-03	(-6.11551579358701e+00dB,-5.34923085675516e+00°)
9.77237220955799e-03	(-6.12066160438281e+00dB,-5.48278873490640e+00°)
9.99999999999987e-03	(-6.12612061488926e+00dB,-5.62008322002776e+00°)
1.02329299228074e-02	(-6.13191530303447e+00dB,-5.76124277250747e+00°)
1.04712854805089e-02	(-6.13807009093787e+00dB,-5.90640110054282e+00°)
1.07151930523759e-02	(-6.14461154397384e+00dB,-6.05569729416488e+00°)
1.09647819614317e-02	(-6.15156859304549e+00dB,-6.20927593123594e+00°)
1.12201845430195e-02	(-6.15897278302601e+00dB,-6.36728714553619e+00°)
1.14815362149687e-02	(-6.16685855071693e+00dB,-6.52988664458673e+00°)
1.17489755493951e-02	(-6.17526353611545e+00dB,-6.69723566180128e+00°)
1.20226443461740e-02	(-6.18422893127884e+00dB,-6.86950082377994e+00°)
1.23026877081237e-02	(-6.19379987162909e+00dB,-7.04685390888079e+00°)
1.25892541179415e-02	(-6.20402587515592e+00dB,-7.22947146741472e+00°)
1.28824955169312e-02	(-6.21496133565428e+00dB,-7.41753426663738e+00°)
1.31825673855639e-02	(-6.22666607686940e+00dB,-7.61122651482770e+00°)
1.34896288259164e-02	(-6.23920597521237e+00dB,-7.81073480773254e+00°)
1.38038426460287e-02	(-6.25265365953769e+00dB,-8.01624672701015e+00°)
1.41253754462274e-02	(-6.26708929731512e+00dB,-8.22794900339007e+00°)
1.44543977074591e-02	(-6.28260147734107e+00dB,-8.44602513630180e+00°)
1.47910838816819e-02	(-6.29928819985432e+00dB,-8.67065233575232e+00°)
1.51356124843619e-02	(-6.31725798544966e+00dB,-8.90199762008003e+00°)
1.54881661891246e-02	(-6.33663111437595e+00dB,-9.14021286345752e+00°)
1.58489319246109e-02	(-6.35754100745096e+00dB,-9.38542853794983e+00°)
1.62181009735891e-02	(-6.38013575861783e+00dB,-9.63774583453054e+00°)
1.65958690743754e-02	(-6.40457982667336e+00dB,-9.89722677336158e+00°)
1.69824365246172e-02	(-6.43105588929850e+00dB,-1.01638818231896e+01°)
1.73780082874935e-02	(-6.45976685535314e+00dB,-1.04376544400226e+01°)
1.77827941003890e-02	(-6.49093802025514e+00dB,-1.07184018034275e+01°)
1.81970085860996e-02	(-6.52481933248653e+00dB,-1.10058708723117e+01°)
1.86208713666284e-02	(-6.56168771458371e+00dB,-1.12996686994929e+01°)
1.90546071796322e-02	(-6.60184934630092e+00dB,-1.15992257365772e+01°)
1.94984459975802e-02	(-6.64564176688782e+00dB,-1.19037506327952e+01°)
1.99526231496885e-02	(-6.69343558222916e+00dB,-1.22121747960447e+01°)
2.04173794466950e-02	(-6.74563546410123e+00dB,-1.25230847663714e+01°)
2.08929613085401e-02	(-6.80267999455821e+00dB,-1.28346402960946e+01°)
2.13796208950220e-02	(-6.86503972859720e+00dB,-1.31444760120308e+01°)
2.18776162394952e-02	(-6.93321261224272e+00dB,-1.34495847749471e+01°)
2.23872113856831e-02	(-7.00771559178192e+00dB,-1.37461815372478e+01°)
2.29086765276774e-02	(-7.08907087899178e+00dB,-1.40295479117635e+01°)
2.34422881531989e-02	(-7.17778490519577e+00dB,-1.42938602017280e+01°)
2.39883291901946e-02	(-7.27431753711074e+00dB,-1.45320078440610e+01°)
2.45470891568500e-02	(-7.37903871759930e+00dB,-1.47354157581888e+01°)
2.51188643150955e-02	(-7.49216948605939e+00dB,-1.48938937057370e+01°)
2.57039578276883e-02	(-7.61370458833894e+00dB,-1.49955490433616e+01°)
2.63026799189535e-02	(-7.74331501502538e+00dB,-1.50268161970825e+01°)
2.69153480392688e-02	(-7.88023138324944e+00dB,-1.49726754215134e+01°)
2.75422870333813e-02	(-8.02311378089848e+00dB,-1.48171509293852e+01°)
2.81838293126441e-02	(-8.16992109724425e+00dB,-1.45441861330058e+01°)
2.88403150312657e-02	(-8.31780296100763e+00dB,-1.41389781009180e+01°)
2.95120922666634e-02	(-8.46304880162658e+00dB,-1.35897966525237e+01°)
3.01995172040197e-02	(-8.60113750379087e+00dB,-1.28901995343130e+01°)
3.09029543251355e-02	(-8.72693110481615e+00dB,-1.20413823454295e+01°)
3.16227766016833e-02	(-8.83503900099906e+00dB,-1.10542028259731e+01°)
3.23593656929624e-02	(-8.92034017135663e+00dB,-9.95027413870958e+00°)
3.31131121482586e-02	(-8.97859489319312e+00dB,-8.76154476789312e+00°)
3.38844156139198e-02	(-9.00702391281569e+00dB,-7.52806031903987e+00°)
3.46736850452527e-02	(-9.00471146715232e+00dB,-6.29410620389361e+00°)
3.54813389233570e-02	(-8.97272079258287e+00dB,-5.10347364010306e+00°)
3.63078054770096e-02	(-8.91389158075935e+00dB,-3.99490849139293e+00°)
3.71535229097167e-02	(-8.83238313379014e+00dB,-2.99872088404753e+00°)
3.80189396320556e-02	(-8.73309097073256e+00dB,-2.13510258083061e+00°)
3.89045144994275e-02	(-8.62107457505678e+00dB,-1.41415066410537e+00°)
3.98107170553492e-02	(-8.50109753778487e+00dB,-8.37177441226314e-01°)
4.07380277804107e-02	(-8.37732567421827e+00dB,-3.98717379347023e-01°)
4.16869383470329e-02	(-8.25317987487512e+00dB,-8.86937915678389e-02°)
4.26579518801586e-02	(-8.13131143153095e+00dB,1.05623799538491e-01°)
4.36515832240160e-02	(-8.01365829812158e+00dB,1.98056711534157e-01°)
4.46683592150957e-02	(-7.90154453982190e+00dB,2.02391335896676e-01°)
4.57088189614868e-02	(-7.79579477045153e+00dB,1.31648046797416e-01°)
4.67735141287191e-02	(-7.69684558230709e+00dB,-2.33494122351515e-03°)
4.78630092322631e-02	(-7.60484432363626e+00dB,-1.89088373161914e-01°)
4.89778819368439e-02	(-7.51973139674659e+00dB,-4.19544672244180e-01°)
5.01187233627265e-02	(-7.44130579835214e+00dB,-6.85975620845054e-01°)
5.12861383991357e-02	(-7.36927549043136e+00dB,-9.81877759559072e-01°)
5.24807460249765e-02	(-7.30329495838402e+00dB,-1.30183448977687e+00°)
5.37031796370245e-02	(-7.24299244019686e+00dB,-1.64137331475323e+00°)
5.49540873857616e-02	(-7.18798910779889e+00dB,-1.99682910398594e+00°)
5.62341325190341e-02	(-7.13791214291618e+00dB,-2.36521914933517e+00°)
5.75439937337148e-02	(-7.09240328324884e+00dB,-2.74413248406221e+00°)
5.88843655355580e-02	(-7.05112407519600e+00dB,-3.13163392308896e+00°)
6.02559586074349e-02	(-7.01375877902434e+00dB,-3.52618213670822e+00°)
6.16595001861473e-02	(-6.98001563613805e+00dB,-3.92656048566992e+00°)
6.30957344480184e-02	(-6.94962702218935e+00dB,-4.33181911046234e+00°)
6.45654229034646e-02	(-6.92234886691574e+00dB,-4.74122673899392e+00°)
6.60693448007586e-02	(-6.89795961380023e+00dB,-5.15423076208017e+00°)
6.76082975391972e-02	(-6.87625891248316e+00dB,-5.57042426692295e+00°)
6.91830970918926e-02	(-6.85706617794717e+00dB,-5.98951887990915e+00°)
7.07945784384127e-02	(-6.84021910767625e+00dB,-6.41132243127535e+00°)
7.24435960074979e-02	(-6.82557221718156e+00dB,-6.83572060466061e+00°)
7.41310241300906e-02	(-6.81299543235368e+00dB,-7.26266186928070e+00°)
7.58577575029172e-02	(-6.80237276166650e+00dB,-7.69214510981973e+00°)
7.76247116628680e-02	(-6.79360106054608e+00dB,-8.12420946949163e+00°)
7.94328234724269e-02	(-6.78658889290840e+00dB,-8.55892600641215e+00°)
8.12830516164087e-02	(-6.78125548999672e+00dB,-8.99639083420889e+00°)
8.31763771102658e-02	(-6.77752980350291e+00dB,-9.43671947655519e+00°)
8.51138038202363e-02	(-6.77534964802438e+00dB,-9.88004221384171e+00°)
8.70963589956067e-02	(-6.77466092681713e+00dB,-1.03265002401311e+01°)
8.91250938133732e-02	(-6.77541693429039e+00dB,-1.07762424813142e+01°)
9.12010839355896e-02	(-6.77757772855736e+00dB,-1.12294229522380e+01°)
9.33254300796977e-02	(-6.78110956747588e+00dB,-1.16861985525445e+01°)
9.54992586021421e-02	(-6.78598440188616e+00dB,-1.21467272189327e+01°)
9.77237220955795e-02	(-6.79217942011473e+00dB,-1.26111663662424e+01°)
9.99999999999984e-02	(-6.79967663821694e+00dB,-1.30796715617703e+01°)
1.02329299228074e-01	(-6.80846253084512e+00dB,-1.35523953870557e+01°)
1.04712854805088e-01	(-6.81852769803308e+00dB,-1.40294864494117e+01°)
1.07151930523759e-01	(-6.82986656356692e+00dB,-1.45110885120732e+01°)
1.09647819614317e-01	(-6.84247710095741e+00dB,-1.49973397172467e+01°)
1.12201845430195e-01	(-6.85636058333409e+00dB,-1.54883718808213e+01°)
1.14815362149686e-01	(-6.87152135384172e+00dB,-1.59843098412112e+01°)
1.17489755493951e-01	(-6.88796661333231e+00dB,-1.64852708479324e+01°)
1.20226443461739e-01	(-6.90570622230838e+00dB,-1.69913639782108e+01°)
1.23026877081236e-01	(-6.92475251418236e+00dB,-1.75026895723208e+01°)
1.25892541179415e-01	(-6.94512011697217e+00dB,-1.80193386806176e+01°)
1.28824955169311e-01	(-6.96682578055247e+00dB,-1.85413925175023e+01°)
1.31825673855639e-01	(-6.98988820652601e+00dB,-1.90689219200395e+01°)
1.34896288259163e-01	(-7.01432787767625e+00dB,-1.96019868118546e+01°)
1.38038426460286e-01	(-7.04016688382204e+00dB,-2.01406356765318e+01°)
1.41253754462273e-01	(-7.06742874074559e+00dB,-2.06849050493588e+01°)
1.44543977074590e-01	(-7.09613819875006e+00dB,-2.12348190422833e+01°)
1.47910838816818e-01	(-7.12632103740218e+00dB,-2.17903889248053e+01°)
1.51356124843618e-01	(-7.15800384325098e+00dB,-2.23516127936112e+01°)
1.54881661891246e-01	(-7.19121376797388e+00dB,-2.29184753763675e+01°)
1.58489319246109e-01	(-7.22597826575359e+00dB,-2.34909480301462e+01°)
1.62181009735890e-01	(-7.26232481109568e+00dB,-2.40689890117262e+01°)
1.65958690743753e-01	(-7.30028060219823e+00dB,-2.46525441134954e+01°)
1.69824365246172e-01	(-7.33987226085293e+00dB,-2.52415477709426e+01°)
1.73780082874935e-01	(-7.38112554804690e+00dB,-2.58359247490349e+01°)
1.77827941003889e-01	(-7.42406512492540e+00dB,-2.64355924949726e+01°)
1.81970085860995e-01	(-7.46871440074050e+00dB,-2.70404641905329e+01°)
1.86208713666284e-01	(-7.51509552065357e+00dB,-2.76504524339843e+01°)
1.90546071796322e-01	(-7.56322955268505e+00dB,-2.82654733191421e+01°)
1.94984459975801e-01	(-7.61313692860321e+00dB,-2.88854504611384e+01°)
1.99526231496885e-01	(-7.66483817094062e+00dB,-2.95103182749768e+01°)
2.04173794466950e-01	(-7.71835489206001e+00dB,-3.01400236113346e+01°)
2.08929613085400e-01	(-7.77371098180991e+00dB,-3.07745247975081e+01°)
2.13796208950220e-01	(-7.83093381940642e+00dB,-3.14137873325151e+01°)
2.18776162394952e-01	(-7.89005527736015e+00dB,-3.20577760102354e+01°)
2.23872113856830e-01	(-7.95111226297724e+00dB,-3.27064440438900e+01°)
2.29086765276773e-01	(-8.01414659254175e+00dB,-3.33597206368473e+01°)
2.34422881531988e-01	(-8.07920411734854e+00dB,-3.40174990762060e+01°)
2.39883291901945e-01	(-8.14633318832674e+00dB,-3.46796275278149e+01°)
2.45470891568499e-01	(-8.21558270089423e+00dB,-3.53459041805151e+01°)
2.51188643150954e-01	(-8.28700004821471e+00dB,-3.60160773859200e+01°)
2.57039578276882e-01	(-8.36062930200087e+00dB,-3.66898503279629e+01°)
2.63026799189534e-01	(-8.43650984862776e+00dB,-3.73668889099997e+01°)
2.69153480392687e-01	(-8.51467557721117e+00dB,-3.80468311848392e+01°)
2.75422870333812e-01	(-8.59515459328433e+00dB,-3.87292967712662e+01°)
2.81838293126441e-01	(-8.67796934886626e+00dB,-3.94138951329477e+01°)
2.88403150312656e-01	(-8.76313704598015e+00dB,-4.01002321278515e+01°)
2.95120922666633e-01	(-8.85067017692426e+00dB,-4.07879147013425e+01°)
3.01995172040196e-01	(-8.94057709396922e+00dB,-4.14765539119233e+01°)
3.09029543251354e-01	(-9.03286253779509e+00dB,-4.21657666374964e+01°)
3.16227766016833e-01	(-9.12752808729990e+00dB,-4.28551763468826e+01°)
3.23593656929623e-01	(-9.22457251851376e+00dB,-4.35444132832029e+01°)
3.31131121482585e-01	(-9.32399207648143e+00dB,-4.42331143335605e+01°)
3.38844156139197e-01	(-9.42578067257814e+00dB,-4.49209227810870e+01°)
3.46736850452526e-01	(-9.52993002296997e+00dB,-4.56074880660604e+01°)
3.54813389233569e-01	(-9.63642974386364e+00dB,-4.62924656284172e+01°)
3.63078054770095e-01	(-9.74526741738126e+00dB,-4.69755168649982e+01°)
3.71535229097166e-01	(-9.85642863939612e+00dB,-4.76563092090717e+01°)
3.80189396320555e-01	(-9.96989705809830e+00dB,-4.83345163240115e+01°)
3.89045144994274e-01	(-1.00856544097438e+01dB,-4.90098183945472e+01°)
3.98107170553490e-01	(-1.02036805561046e+01dB,-4.96819024953395e+01°)
4.07380277804106e-01	(-1.03239535265970e+01dB,-5.03504630159712e+01°)
4.16869383470328e-01	(-1.04464495668856e+01dB,-5.10152021225123e+01°)
4.26579518801585e-01	(-1.05711431948805e+01dB,-5.16758302377907e+01°)
4.36515832240158e-01	(-1.06980072644111e+01dB,-5.23320665248444e+01°)
4.46683592150955e-01	(-1.08270130364059e+01dB,-5.29836393604389e+01°)
4.57088189614867e-01	(-1.09581302571027e+01dB,-5.36302867878296e+01°)
4.67735141287190e-01	(-1.10913272426064e+01dB,-5.42717569400543e+01°)
4.78630092322630e-01	(-1.12265709689873e+01dB,-5.49078084269137e+01°)
4.89778819368437e-01	(-1.13638271670396e+01dB,-5.55382106804505e+01°)
5.01187233627263e-01	(-1.15030604207931e+01dB,-5.61627442551664e+01°)
5.12861383991356e-01	(-1.16442342688670e+01dB,-5.67812010804538e+01°)
5.24807460249763e-01	(-1.17873113077792e+01dB,-5.73933846637823e+01°)
5.37031796370243e-01	(-1.19322532963568e+01dB,-5.79991102440829e+01°)
5.49540873857615e-01	(-1.20790212604430e+01dB,-5.85982048955479e+01°)
5.62341325190339e-01	(-1.22275755971485e+01dB,-5.91905075827110e+01°)
5.75439937337147e-01	(-1.23778761779535e+01dB,-5.97758691682202e+01°)
5.88843655355578e-01	(-1.25298824500316e+01dB,-6.03541523751628e+01°)
6.02559586074347e-01	(-1.26835535352266e+01dB,-6.09252317061700e+01°)
6.16595001861471e-01	(-1.28388483261822e+01dB,-6.14889933218200e+01°)
6.30957344480182e-01	(-1.29957255791837e+01dB,-6.20453348810797e+01°)
6.45654229034644e-01	(-1.31541440033374e+01dB,-6.25941653466914e+01°)
6.60693448007584e-01	(-1.33140623457708e+01dB,-6.31354047585180e+01°)
6.76082975391969e-01	(-1.34754394725969e+01dB,-6.36689839779242e+01°)
6.91830970918924e-01	(-1.36382344454398e+01dB,-6.41948444062884e+01°)
7.07945784384125e-01	(-1.38024065933721e+01dB,-6.47129376807234e+01°)
7.24435960074977e-01	(-1.39679155801606e+01dB,-6.52232253500342e+01°)
7.41310241300904e-01	(-1.41347214667650e+01dB,-6.57256785338610e+01°)
7.58577575029170e-01	(-1.43027847690720e+01dB,-6.62202775678572e+01°)
7.76247116628677e-01	(-1.44720665108860e+01dB,-6.67070116376290e+01°)
7.94328234724267e-01	(-1.46425282722314e+01dB,-6.71858784040287e+01°)
8.12830516164084e-01	(-1.48141322330479e+01dB,-6.76568836222449e+01°)
8.31763771102656e-01	(-1.49868412123907e+01dB,-6.81200407569743e+01°)
8.51138038202361e-01	(-1.51606187032639e+01dB,-6.85753705957992e+01°)
8.70963589956064e-01	(-1.53354289032401e+01dB,-6.90229008627267e+01°)
8.91250938133729e-01	(-1.55112367410287e+01dB,-6.94626658336767e+01°)
9.12010839355893e-01	(-1.56880078991726e+01dB,-6.98947059555420e+01°)
9.33254300796974e-01	(-1.58657088330603e+01dB,-7.03190674702772e+01°)
9.54992586021418e-01	(-1.60443067864466e+01dB,-7.07358020453147e+01°)
9.77237220955792e-01	(-1.62237698036825e+01dB,-7.11449664114505e+01°)
9.99999999999981e-01	(-1.64040667388543e+01dB,-7.15466220091967e+01°)
1.02329299228073e+00	(-1.65851672620345e+01dB,-7.19408346444538e+01°)
1.04712854805088e+00	(-1.67670418628453e+01dB,-7.23276741542253e+01°)
1.07151930523759e+00	(-1.69496618515326e+01dB,-7.27072140829716e+01°)
1.09647819614316e+00	(-1.71329993577453e+01dB,-7.30795313700845e+01°)
1.12201845430194e+00	(-1.73170273272091e+01dB,-7.34447060488548e+01°)
1.14815362149686e+00	(-1.75017195164779e+01dB,-7.38028209572081e+01°)
1.17489755493951e+00	(-1.76870504859404e+01dB,-7.41539614603931e+01°)
1.20226443461739e+00	(-1.78729955912514e+01dB,-7.44982151857239e+01°)
1.23026877081236e+00	(-1.80595309733503e+01dB,-7.48356717694050e+01°)
1.25892541179414e+00	(-1.82466335472193e+01dB,-7.51664226154014e+01°)
1.28824955169311e+00	(-1.84342809895305e+01dB,-7.54905606662568e+01°)
1.31825673855638e+00	(-1.86224517253157e+01dB,-7.58081801857120e+01°)
1.34896288259163e+00	(-1.88111249137921e+01dB,-7.61193765529301e+01°)
1.38038426460286e+00	(-1.90002804334621e+01dB,-7.64242460680980e+01°)
1.41253754462273e+00	(-1.91898988666021e+01dB,-7.67228857691369e+01°)
1.44543977074590e+00	(-1.93799614832443e+01dB,-7.70153932592316e+01°)
1.47910838816818e+00	(-1.95704502247489e+01dB,-7.73018665448615e+01°)
1.51356124843618e+00	(-1.97613476870574e+01dB,-7.75824038840003e+01°)
1.54881661891245e+00	(-1.99526371037077e+01dB,-7.78571036441369e+01°)
1.58489319246108e+00	(-2.01443023286882e+01dB,-7.81260641697572e+01°)
1.62181009735890e+00	(-2.03363278191989e+01dB,-7.83893836589236e+01°)
1.65958690743753e+00	(-2.05286986183820e+01dB,-7.86471600485791e+01°)
1.69824365246171e+00	(-2.07214003380792e+01dB,-7.88994909082065e+01°)
1.73780082874934e+00	(-2.09144191416665e+01dB,-7.91464733414700e+01°)
1.77827941003889e+00	(-2.11077417270112e+01dB,-7.93882038954715e+01°)
1.81970085860995e+00	(-2.13013553095940e+01dB,-7.96247784772559e+01°)
1.86208713666283e+00	(-2.14952476058290e+01dB,-7.98562922772087e+01°)
1.90546071796321e+00	(-2.16894068166170e+01dB,-8.00828396989926e+01°)
1.94984459975801e+00	(-2.18838216111569e+01dB,-8.03045142956818e+01°)
1.99526231496884e+00	(-2.20784811110405e+01dB,-8.05214087117587e+01°)
2.04173794466949e+00	(-2.22733748746514e+01dB,-8.07336146306490e+01°)
2.08929613085400e+00	(-2.24684928818842e+01dB,-8.09412227274811e+01°)
2.13796208950219e+00	(-2.26638255192006e+01dB,-8.11443226267677e+01°)
2.18776162394951e+00	(-2.28593635650317e+01dB,-8.13430028647154e+01°)
2.23872113856830e+00	(-2.30550981755378e+01dB,-8.15373508558843e+01°)
2.29086765276773e+00	(-2.32510208707325e+01dB,-8.17274528639251e+01°)
2.34422881531988e+00	(-2.34471235209754e+01dB,-8.19133939761385e+01°)
2.39883291901944e+00	(-2.36433983338384e+01dB,-8.20952580816084e+01°)
2.45470891568498e+00	(-2.38398378413457e+01dB,-8.22731278526744e+01°)
2.51188643150953e+00	(-2.40364348875894e+01dB,-8.24470847295190e+01°)
2.57039578276881e+00	(-2.42331826167183e+01dB,-8.26172089076565e+01°)
2.63026799189533e+00	(-2.44300744612989e+01dB,-8.27835793281199e+01°)
2.69153480392686e+00	(-2.46271041310448e+01dB,-8.29462736701546e+01°)
2.75422870333811e+00	(-2.48242656019110e+01dB,-8.31053683462363e+01°)
2.81838293126440e+00	(-2.50215531055476e+01dB,-8.32609384992397e+01°)
2.88403150312655e+00	(-2.52189611191076e+01dB,-8.34130580015961e+01°)
2.95120922666633e+00	(-2.54164843554035e+01dB,-8.35617994562854e+01°)
3.01995172040195e+00	(-2.56141177534049e+01dB,-8.37072341995173e+01°)
3.09029543251353e+00	(-2.58118564690707e+01dB,-8.38494323049645e+01°)
3.16227766016832e+00	(-2.60096958665085e+01dB,-8.39884625894200e+01°)
3.23593656929622e+00	(-2.62076315094538e+01dB,-8.41243926197568e+01°)
3.31131121482584e+00	(-2.64056591530602e+01dB,-8.42572887210762e+01°)
3.38844156139196e+00	(-2.66037747359941e+01dB,-8.43872159859386e+01°)
3.46736850452525e+00	(-2.68019743728241e+01dB,-8.45142382845756e+01°)
3.54813389233568e+00	(-2.70002543466976e+01dB,-8.46384182759917e+01°)
3.63078054770094e+00	(-2.71986111022970e+01dB,-8.47598174198656e+01°)
3.71535229097165e+00	(-2.73970412390661e+01dB,-8.48784959891714e+01°)
3.80189396320553e+00	(-2.75955415046983e+01dB,-8.49945130834410e+01°)
3.89045144994273e+00	(-2.77941087888801e+01dB,-8.51079266425988e+01°)
3.98107170553489e+00	(-2.79927401172796e+01dB,-8.52187934612998e+01°)
4.07380277804104e+00	(-2.81914326457736e+01dB,-8.53271692037108e+01°)
4.16869383470327e+00	(-2.83901836549041e+01dB,-8.54331084186767e+01°)
4.26579518801584e+00	(-2.85889905445574e+01dB,-8.55366645552179e+01°)
4.36515832240157e+00	(-2.87878508288579e+01dB,-8.56378899783099e+01°)
4.46683592150954e+00	(-2.89867621312681e+01dB,-8.57368359848982e+01°)
4.57088189614866e+00	(-2.91857221798889e+01dB,-8.58335528201065e+01°)
4.67735141287188e+00	(-2.93847288029524e+01dB,-8.59280896935994e+01°)
4.78630092322628e+00	(-2.95837799244994e+01dB,-8.60204947960605e+01°)
4.89778819368436e+00	(-2.97828735602362e+01dB,-8.61108153157563e+01°)
5.01187233627262e+00	(-2.99820078135628e+01dB,-8.61990974551511e+01°)
5.12861383991354e+00	(-3.01811808717666e+01dB,-8.62853864475467e+01°)
5.24807460249762e+00	(-3.03803910023757e+01dB,-8.63697265737206e+01°)
5.37031796370241e+00	(-3.05796365496643e+01dB,-8.64521611785372e+01°)
5.49540873857613e+00	(-3.07789159313058e+01dB,-8.65327326875119e+01°)
5.62341325190337e+00	(-3.09782276351673e+01dB,-8.66114826233067e+01°)
5.75439937337145e+00	(-3.11775702162395e+01dB,-8.66884516221397e+01°)
5.88843655355577e+00	(-3.13769422936972e+01dB,-8.67636794500921e+01°)
6.02559586074345e+00	(-3.15763425480849e+01dB,-8.68372050192959e+01°)
6.16595001861469e+00	(-3.17757697186229e+01dB,-8.69090664039916e+01°)
6.30957344480180e+00	(-3.19752226006282e+01dB,-8.69793008564408e+01°)
6.45654229034642e+00	(-3.21747000430466e+01dB,-8.70479448226838e+01°)
6.60693448007582e+00	(-3.23742009460905e+01dB,-8.71150339581330e+01°)
6.76082975391967e+00	(-3.25737242589789e+01dB,-8.71806031429921e+01°)
6.91830970918922e+00	(-3.27732689777747e+01dB,-8.72446864974931e+01°)
7.07945784384123e+00	(-3.29728341433156e+01dB,-8.73073173969465e+01°)
7.24435960074974e+00	(-3.31724188392350e+01dB,-8.73685284865948e+01°)
7.41310241300902e+00	(-3.33720221900685e+01dB,-8.74283516962686e+01°)
7.58577575029167e+00	(-3.35716433594427e+01dB,-8.74868182548363e+01°)
7.76247116628675e+00	(-3.37712815483434e+01dB,-8.75439587044478e+01°)
7.94328234724264e+00	(-3.39709359934588e+01dB,-8.75998029145652e+01°)
8.12830516164082e+00	(-3.41706059655955e+01dB,-8.76543800957811e+01°)
8.31763771102653e+00	(-3.43702907681635e+01dB,-8.77077188134206e+01°)
8.51138038202358e+00	(-3.45699897357279e+01dB,-8.77598470009250e+01°)
8.70963589956062e+00	(-3.47697022326236e+01dB,-8.78107919730190e+01°)
8.91250938133726e+00	(-3.49694276516316e+01dB,-8.78605804386567e+01°)
9.12010839355890e+00	(-3.51691654127128e+01dB,-8.79092385137490e+01°)
9.33254300796971e+00	(-3.53689149617979e+01dB,-8.79567917336719e+01°)
